id,title,pl_source_id,pl_source_display_name,publication_year
W2164179023,Can Rational Expectations Sticky-Price Models Explain Inflation Dynamics?,S23254222,The American Economic Review,2006
W2083990403,The Long-Term Impact of Military Service on Health: Evidence from World War II and Korean War Veterans,S23254222,The American Economic Review,2006
W2127010684,"Decision Making in Committees: Transparency, Reputation, and Voting Rules",S23254222,The American Economic Review,2007
W3125257362,Restructuring Research: Communication Costs and the Democratization of University Innovation,S23254222,The American Economic Review,2008
W2060635194,The <i>New York Times</i> and the Market for Local Newspapers,S23254222,The American Economic Review,2006
W2157913348,"Trade Costs, 1870–2000",S23254222,The American Economic Review,2008
W3023039705,The Ins and Outs of European Unemployment,S23254222,The American Economic Review,2008
W3122991605,"Social Value of Public Information: Morris and Shin (2002) Is Actually Pro-Transparency, Not Con: Reply",S23254222,The American Economic Review,2006
W2010419690,Optimal Life-Cycle Investing with Flexible Labor Supply: A Welfare Analysis of Life-Cycle Funds,S23254222,The American Economic Review,2008
W4232613965,"Social Value of Public Information: Comment: Morris and Shin (2002) Is Actually Pro-Transparency, Not Con",S23254222,The American Economic Review,2006
W2103829975,Globalization and Emerging Markets: With or Without Crash?,S23254222,The American Economic Review,2006
W3121489462,Optimal Contracting with Endogenous Social Norms,S23254222,The American Economic Review,2008
W2109826765,Mechanism Design: How to Implement Social Goals,S23254222,The American Economic Review,2008
W2043697648,Allowing the Data to Speak Freely: The Macroeconometrics of the Cointegrated Vector Autoregression,S23254222,The American Economic Review,2008
W1981231177,A Model of Forum Shopping,S23254222,The American Economic Review,2006
W2003035876,How Hurricanes Affect Wages and Employment in Local Labor Markets,S23254222,The American Economic Review,2008
W2051071056,"Public Education Expenditures, Taxation, and Growth: Linking Data to Theory",S23254222,The American Economic Review,2007
W3121336363,The Returns to Currency Speculation in Emerging Markets,S23254222,The American Economic Review,2007
W3125837522,"Height, Health, and Inequality: The Distribution of Adult Heights in India",S23254222,The American Economic Review,2008
W2039867813,Intrinsic Motivation and Incentives,S23254222,The American Economic Review,2008
W2020400503,Systemic Illiquidity in the Federal Funds Market,S23254222,The American Economic Review,2007
W2127116163,The Speed of Learning in Noisy Games: Partial Reinforcement and the Sustainability of Cooperation,S23254222,The American Economic Review,2006
W2170632942,Explaining Asset Prices with External Habits and Wage Rigidities in a DSGE Model,S23254222,The American Economic Review,2007
W3123254098,Liquidity and Risk Management,S23254222,The American Economic Review,2007
W3124827931,Antitrust in Innovative Industries,S23254222,The American Economic Review,2007
W3121690948,Do Vertical Mergers Facilitate Upstream Collusion?,S23254222,The American Economic Review,2007
W3123255153,Toward Choice-Theoretic Foundations for Behavioral Welfare Economics,S23254222,The American Economic Review,2007
W2092574027,"Naked Exclusion, Efficient Breach, and Downstream Competition",S23254222,The American Economic Review,2007
W3123859630,The Brain as a Hierarchical Organization,S23254222,The American Economic Review,2008
W2041514907,Self-Fulfilling Currency Crises: The Role of Interest Rates,S23254222,The American Economic Review,2006
W2069043980,"Unemployment Benefits, Unemployment Duration, and Post-Unemployment Jobs: A Regression Discontinuity Approach",S23254222,The American Economic Review,2007
W2006410688,"Identity, Supervision, and Work Groups",S23254222,The American Economic Review,2008
W3122479739,The Cycle of Violence? An Empirical Analysis of Fatalities in the Palestinian-Israeli Conflict,S23254222,The American Economic Review,2008
W1985075819,Inefficiency in Legislative Policymaking: A Dynamic Analysis,S23254222,The American Economic Review,2007
W2076948353,Information Percolation in Large Markets,S23254222,The American Economic Review,2007
W2138339131,Stationary Concepts for Experimental 2x2-Games,S23254222,The American Economic Review,2008
W3123977810,"Selection Bias, Demographic Effects, and Ability Effects in Common Value Auction Experiments",S23254222,The American Economic Review,2007
W2069329875,The Dynamic Behavior of the Real Exchange Rate in Sticky Price Models,S23254222,The American Economic Review,2008
W2085224150,Does Competition Among Public Schools Benefit Students and Taxpayers? Comment,S23254222,The American Economic Review,2007
W3123821507,The Return to Capital in Ghana,S23254222,The American Economic Review,2006
W2166537133,Behavioral Equilibrium in Economies with Adverse Selection,S23254222,The American Economic Review,2008
W3125891664,Liquidity and Insurance for the Unemployed,S23254222,The American Economic Review,2008
W2126440078,Point Shaving: Corruption in NCAA Basketball,S23254222,The American Economic Review,2006
W1993045262,How the Electoral College Influences Campaigns and Policy: The Probability of Being Florida,S23254222,The American Economic Review,2008
W3124282563,"Increasing Income Inequality, External Habits, and Self-Reported Happiness",S23254222,The American Economic Review,2007
W2057490531,Ordering the Extraction of Polluting Nonrenewable Resources,S23254222,The American Economic Review,2008
W2112393202,Evolution and Intelligent Design,S23254222,The American Economic Review,2008
W2113098567,Investment under Uncertainty with Strategic Debt Service,S23254222,The American Economic Review,2007
W3124150892,Asymmetric Auctions with Resale,S23254222,The American Economic Review,2008
W2055760404,Optimal Inattention to the Stock Market,S23254222,The American Economic Review,2007
W3124463442,Market Maker Inventories and Stock Prices,S23254222,The American Economic Review,2007
W2105098060,Spite and Development,S23254222,The American Economic Review,2008
W2141397393,A Century of Global Equity Market Correlations,S23254222,The American Economic Review,2008
W2098564750,Limited Attention and Income Distribution,S23254222,The American Economic Review,2008
W3121891533,Conversations among Competitors,S23254222,The American Economic Review,2008
W2095005580,Manipulation and Equity-Based Compensation,S23254222,The American Economic Review,2008
W2004810702,Gambling at Lucky Stores: Empirical Evidence from State Lottery Sales,S23254222,The American Economic Review,2008
W2165321212,"Language, Meaning, and Games: A Model of Communication, Coordination, and Evolution",S23254222,The American Economic Review,2008
W3121616661,Matching and Price Competition,S23254222,The American Economic Review,2006
W2060838570,Helping Infant Economies Grow: Foundations of Trade Policies for Developing Countries,S23254222,The American Economic Review,2006
W3123268871,Valuing Consumer Products by the Time Spent Using Them: An Application to the Internet,S23254222,The American Economic Review,2006
W3125166782,Trade and the Great Divergence: The Family Connection,S23254222,The American Economic Review,2006
W2002011704,Free Markets and Fettered Consumers,S23254222,The American Economic Review,2006
W2080699585,Will International Rules on Subsidies Disrupt the World Trading System?,S23254222,The American Economic Review,2006
W3121412994,"Inventories and the Business Cycle: An Equilibrium Analysis of (<i>S, s</i>) Policies",S23254222,The American Economic Review,2007
W2159473940,Consensus Building: How to Persuade a Group,S23254222,The American Economic Review,2007
W1978521033,China's Exchange Rate Policy Dilemma,S23254222,The American Economic Review,2006
W2035966016,Imprecision as an Account of the Preference Reversal Phenomenon,S23254222,The American Economic Review,2007
W2142798125,On the Workings of a Cartel: Evidence from the Norwegian Cement Industry,S23254222,The American Economic Review,2006
W3125583121,The Japanese Saving Rate,S23254222,The American Economic Review,2006
W2042834090,Risk Sharing and Network Formation,S23254222,The American Economic Review,2007
W2077265408,Disasters and Recoveries,S23254222,The American Economic Review,2008
W2081309544,Does Innovation Cause Stock Market Runups? Evidence from the Great Crash,S23254222,The American Economic Review,2008
W2106912456,Pass-Through in Retail and Wholesale,S23254222,The American Economic Review,2008
W2113898040,"Overconfidence, Insurance, and Paternalism",S23254222,The American Economic Review,2007
W1999004862,The Relationship between Economic Status and Child Health: Evidence from the United States,S23254222,The American Economic Review,2008
W2022720428,But Who Will Guard the Guardians?,S23254222,The American Economic Review,2008
W2163785777,How to Define Illegal Price Manipulation,S23254222,The American Economic Review,2008
W2100623800,The Effect of Court-Ordered Hiring Quotas on the Composition and Quality of Police,S23254222,The American Economic Review,2007
W2102176436,Job Displacement Risk and the Cost of Business Cycles,S23254222,The American Economic Review,2007
W3123385679,Do Technological Improvements in the Manufacturing Sector Raise or Lower Employment?,S23254222,The American Economic Review,2006
W3126086133,The Timing of Monetary Policy Shocks,S23254222,The American Economic Review,2007
W2101563310,The Dynamics of Open-Source Contributors,S23254222,The American Economic Review,2006
W2108117046,Using Selection on Observed Variables to Assess Bias from Unobservables when Evaluating Swan-Ganz Catheterization,S23254222,The American Economic Review,2008
W3122674542,Credible Commitment to Optimal Escape from a Liquidity Trap: The Role of the Balance Sheet of an Independent Central Bank,S23254222,The American Economic Review,2007
W2044495009,"Inequality, Lobbying, and Resource Allocation",S23254222,The American Economic Review,2006
W1979501676,Modeling the Transition to a New Economy: Lessons from Two Technological Revolutions,S23254222,The American Economic Review,2007
W2057191996,"Changes in the Consumption, Income, and Well-Being of Single Mother Headed Families",S23254222,The American Economic Review,2008
W2115471283,Adding a Stick to the Carrot? The Interaction of Bonuses and Fines,S23254222,The American Economic Review,2007
W1985817344,Equilibrium Incentives in Oligopoly: Corrigendum,S23254222,The American Economic Review,2006
W2107723030,Phased-In Tax Cuts and Economic Activity,S23254222,The American Economic Review,2006
W1996870707,Skin-Tone Effects among African Americans: Perceptions and Reality,S23254222,The American Economic Review,2006
W4237208248,Mismatch,S23254222,The American Economic Review,2007
W2023150978,Putting Firms into Optimal Tax Theory,S23254222,The American Economic Review,2006
W2078101156,Motherhood and Female Labor Force Participation: Evidence from Infertility Shocks,S23254222,The American Economic Review,2008
W1966293736,Harmonization and Side Payments in Political Cooperation,S23254222,The American Economic Review,2007
W2145715451,The Effect of Hurricane Katrina on the Labor Market Outcomes of Evacuees,S23254222,The American Economic Review,2008
W3121806719,The FOMC versus the Staff: Where Can Monetary Policymakers Add Value?,S23254222,The American Economic Review,2008
W2035971006,A Structural Approach to Explaining Incomplete Exchange-Rate Pass-Through and Pricing-to-Market,S23254222,The American Economic Review,2008
W2045574737,Benefit-Cost in a Benevolent Society,S23254222,The American Economic Review,2006
W2133017940,"Measuring the Labor Market Impacts of Hurricane Katrina Migration: Evidence from Houston, Texas",S23254222,The American Economic Review,2008
W2140377624,A Simple Auction Mechanism for the Optimal Allocation of the Commons,S23254222,The American Economic Review,2008
W3121451402,Home Bias at the Fund Level,S23254222,The American Economic Review,2008
W1978197465,Information Aggregation in Polls,S23254222,The American Economic Review,2008
W2159808962,The Effects of the 2003 Dividend Tax Cut on Corporate Behavior: Interpreting the Evidence,S23254222,The American Economic Review,2006
W1970966089,Another Look at Airport Congestion Pricing,S23254222,The American Economic Review,2007
W2112749985,Modernizing China's Growth Paradigm,S23254222,The American Economic Review,2006
W3125036311,What Are Stock Investors' Actual Historical Returns? Evidence from Dollar-Weighted Returns,S23254222,The American Economic Review,2007
W2165637699,Rational Expectations in Games,S23254222,The American Economic Review,2008
W3123281641,"Information Gathering, Transaction Costs, and the Property Rights Approach",S23254222,The American Economic Review,2006
W4254537869,Heterogeneity and Aggregation: Implications for Labor-Market Fluctuations,S23254222,The American Economic Review,2007
W2048830718,Matching with Contracts: Comment,S23254222,The American Economic Review,2008
W2127284648,"Historical Property Rights, Sociality, and the Emergence of Impersonal Exchange in Long-Distance Trade",S23254222,The American Economic Review,2008
W1999917100,Trade Policy and Loss Aversion,S23254222,The American Economic Review,2008
W2074845200,Returning to New Orleans after Hurricane Katrina,S23254222,The American Economic Review,2008
W2132864685,Neuroeconomic Studies of Impulsivity: Now or Just as Soon as Possible?,S23254222,The American Economic Review,2007
W1986909947,Perspectives on Mechanism Design in Economic Theory,S23254222,The American Economic Review,2008
W2043863783,Leadership and Information,S23254222,The American Economic Review,2007
W2044859407,"Search in Asset Markets: Market Structure, Liquidity, and Welfare",S23254222,The American Economic Review,2007
W2131096903,Macroeconomics for a Modern Economy,S23254222,The American Economic Review,2007
W2119658884,Insiders versus Outsiders in Monetary Policymaking,S23254222,The American Economic Review,2008
W3125431787,The Response of Household Saving to the Large Shock of German Reunification,S23254222,The American Economic Review,2008
W1973018818,Patent Litigation with Endogenous Disputes,S23254222,The American Economic Review,2006
W3122317656,National Treatment in the GATT,S23254222,The American Economic Review,2006
W2057983115,Migration and Imperfect Monitoring: Implications for Intra-Household Allocation,S23254222,The American Economic Review,2006
W2031438529,Declining Volatility in the U.S. Automobile Industry,S23254222,The American Economic Review,2006
W3121306641,The Caring Hand that Cripples: The East German Labor Market after Reunification,S23254222,The American Economic Review,2006
W3125353795,Speculative Growth: Hints from the U.S. Economy,S23254222,The American Economic Review,2006
W2052193743,Factor Reallocation in Eastern Germany after Reunification,S23254222,The American Economic Review,2006
W3123167306,Investor Sentiment and Corporate Finance: Micro and Macro,S23254222,The American Economic Review,2006
W2013858406,Rates for Vehicle Loans: Race and Loan Source,S23254222,The American Economic Review,2008
W2024665029,Technology Improves Learning in Large Principles of Economics Classes: Using Our WITS,S23254222,The American Economic Review,2006
W2040751433,Distinguishing Income from Substitution Effects in Disability Insurance,S23254222,The American Economic Review,2007
W2041259543,"Habits, Peers, and Happiness: An Evolutionary Perspective",S23254222,The American Economic Review,2007
W4255151273,"Inequality Aversion, Efficiency, and Maximin Preferences in Simple Distribution Experiments: Comment",S23254222,The American Economic Review,2006
W1988416521,Impossibility of Collusion under Imperfect Monitoring with Flexible Production,S23254222,The American Economic Review,2007
W2142357032,Self-Enforcing Voting in International Organizations,S23254222,The American Economic Review,2006
W2024343368,Simple Cost-Sharing Contracts,S23254222,The American Economic Review,2007
W2034240428,How Widespread Was Late Trading in Mutual Funds?,S23254222,The American Economic Review,2006
W2123096446,Crime and Punishment: And Skin Hue Too?,S23254222,The American Economic Review,2006
W2125947180,Caps on Political Lobbying: Reply,S23254222,The American Economic Review,2006
W3122234571,"Regional Labor Markets, Network Externalities and Migration: The Case of German Reunification",S23254222,The American Economic Review,2006
W2024068463,The Probability of Finding a Job,S23254222,The American Economic Review,2008
W1970441425,"Optimal Gerrymandering: Sometimes Pack, But Never Crack",S23254222,The American Economic Review,2008
W1996353960,"Women Helping Women, Men Helping Women? Same-Gender Mentoring, Initial Job Placements, and Early Career Publishing Success for Economics PhDs",S23254222,The American Economic Review,2007
W2076946546,Consumption Disasters in the Twentieth Century,S23254222,The American Economic Review,2008
W3121202862,“Build-or-Buy” Strategies in the Local Loop,S23254222,The American Economic Review,2006
W1849602676,Gender Differences in the Labor Market: Impact of IRCA's Amnesty Provisions,S23254222,The American Economic Review,2007
W2130061248,Do Women Supply More Public Goods than Men? Preliminary Experimental Evidence from Matrilineal and Patriarchal Societies,S23254222,The American Economic Review,2008
W2143410457,Child Labor and the Labor Supply of Other Household Members: Evidence from 1920 America,S23254222,The American Economic Review,2006
W3122864551,Individual Consumption Risk and the Welfare Cost of Business Cycles,S23254222,The American Economic Review,2007
W3122873320,The Mystery of Monogamy,S23254222,The American Economic Review,2008
W3124108456,Superstition and Rational Learning,S23254222,The American Economic Review,2006
W2026067445,Higher-Education Policies and the College Wage Premium: Cross-State Evidence from the 1990s,S23254222,The American Economic Review,2006
W2106972974,Understanding the Returns to Delayed Childbearing for Working Women,S23254222,The American Economic Review,2008
W1542636878,Market Share Dynamics and the “Persistence of Leadership” Debate,S23254222,The American Economic Review,2007
W2096213402,Prostitutes <i>and</i> Brides?,S23254222,The American Economic Review,2008
W2109132975,"Segregation, Rent Control, and Riots: The Economics of Religious Conflict in an Indian City",S23254222,The American Economic Review,2008
W2037956107,Caps on Political Lobbying: Comment,S23254222,The American Economic Review,2006
W2057140353,An International Policy Architecture for the Post-Kyoto Era,S23254222,The American Economic Review,2006
W2126530123,China's Exchange Rate Trap: Japan Redux?,S23254222,The American Economic Review,2006
W2150297654,Competence Implies Credibility,S23254222,The American Economic Review,2007
W2152512216,Prior User Rights,S23254222,The American Economic Review,2006
W2092265146,The Parallel-Currency Approach to Asian Monetary Integration,S23254222,The American Economic Review,2006
W1986097835,Storable Good Monopoly: The Role of Commitment,S23254222,The American Economic Review,2006
W2021003275,Revealing Preferences Graphically: An Old Method Gets a New Tool Kit,S23254222,The American Economic Review,2007
W2025607892,Has Government Investment Crowded Out Private Investment in India?,S23254222,The American Economic Review,2006
W2105848739,The Impact of State Licensing Regulations on Low-Skilled Immigrants: The Case of Vietnamese Manicurists,S23254222,The American Economic Review,2006
W3122412712,Integrated Insurance Design in the Presence of Multiple Medical Technologies,S23254222,The American Economic Review,2007
W2017008346,Linear Regression Estimation of Discrete Choice Models with Nonparametric Distributions of Random Coefficients,S23254222,The American Economic Review,2007
W2096284113,The Administrative Foundations of Self-Enforcing Constitutions,S23254222,The American Economic Review,2008
W2136987095,Vertical Integration and Competition,S23254222,The American Economic Review,2006
W2169495787,Information Aggregation and Strategic Abstention in Large Laboratory Elections,S23254222,The American Economic Review,2008
W2170634292,"Simultaneous Model of Innovation, Secrecy, and Patent Policy",S23254222,The American Economic Review,2006
W2030064098,Vertical Control of Price and Inventory,S23254222,The American Economic Review,2007
W3123481872,Did Medicare Induce Pharmaceutical Innovation?,S23254222,The American Economic Review,2006
W3125851273,"Theft, Gift-Giving, and Trustworthiness: Honesty Is Its Own Reward in Rural Paraguay",S23254222,The American Economic Review,2007
W2078726688,"White-Collar Crime Writ Small: A Case Study of Bagels, Donuts, and the Honor System",S23254222,The American Economic Review,2006
W2123510268,Treatment Effect Bounds under Monotonicity Assumptions: An Application to Swan-Ganz Catheterization,S23254222,The American Economic Review,2008
W2159947026,Lessons from the Debt-Deflation Theory of Sudden Stops,S23254222,The American Economic Review,2006
W2171318445,"How Big Are Total Individual Income Tax Expenditures, and Who Benefits from Them?",S23254222,The American Economic Review,2008
W2073338847,Minimax Play at Wimbledon: Comment,S23254222,The American Economic Review,2007
W4385724777,Accounting for the Growth of MNC-Based Trade Using a Structural Model of U.S. MNCs,S23254222,The American Economic Review,2006
W2123769554,"Collective Memory, Cultural Transmission, and Investments",S23254222,The American Economic Review,2008
W2124423956,"Group Reputations, Stereotypes, and Cooperation in a Repeated Labor Market",S23254222,The American Economic Review,2007
W2035400538,Do We Really Know That the WTO Increases Trade? Reply,S23254222,The American Economic Review,2007
W1967054731,"The Impact of New Drugs on US Longevity and Medical Expenditure, 1990–2003: Evidence from Longitudinal, Disease-Level Data",S23254222,The American Economic Review,2007
W2055155909,Welfare Costs of Inflation in a Menu Cost Model,S23254222,The American Economic Review,2008
W2169589307,Evaluating the Worker Profiling and Reemployment Services System Using a Regression Discontinuity Approach,S23254222,The American Economic Review,2007
W1994568240,Can Hepatitis B Mothers Account for the Number of Missing Women? Evidence from Three Million Newborns in Taiwan,S23254222,The American Economic Review,2008
W2170253031,"Housing, Credit Constraints, and Macro Stability: The Secondary Mortgage Market and Reduced Cyclicality of Residential Investment",S23254222,The American Economic Review,2006
W4239693771,Odious Debt,S23254222,The American Economic Review,2006
W2152311457,Is School Segregation Good or Bad?,S23254222,The American Economic Review,2006
W3125538531,When Do More Patents Reduce R&amp;D?,S23254222,The American Economic Review,2006
W3123429301,Wages and Employment in a Random Social Network with Arbitrary Degree Distribution,S23254222,The American Economic Review,2006
W3124395630,"Israel, the Palestinian Factions, and the Cycle of Violence",S23254222,The American Economic Review,2006
W3124637633,Incentives and Student Learning: A Natural Experiment with Economics Problem Sets,S23254222,The American Economic Review,2006
W3124920748,Do Labor Issues Matter in the Determination of U.S. Trade Policy? An Empirical Reevaluation,S23254222,The American Economic Review,2006
W2036675379,Choice Shifts in Groups: A Decision-Theoretic Basis,S23254222,The American Economic Review,2006
W2106759057,Information Aggregation in Standing and Ad Hoc Committees,S23254222,The American Economic Review,2008
W2130373439,Should the Euro Area be Run as a Closed Economy?,S23254222,The American Economic Review,2008
W2030497200,The Decline of Job Loss and Why It Matters,S23254222,The American Economic Review,2008
W2059372585,Saving whilst Gambling: An Empirical Analysis of UK Premium Bonds,S23254222,The American Economic Review,2008
W2083321064,Gender and Performance: Evidence from School Assignment by Randomized Lottery,S23254222,The American Economic Review,2006
W2107788730,Exploring the Impact of Financial Incentives on Stereotype Threat: Evidence from a Pilot Study,S23254222,The American Economic Review,2008
W2266533749,Community Size and Network Closure,S23254222,The American Economic Review,2007
W2068289161,Risk Sharing across Communities,S23254222,The American Economic Review,2007
W2146403669,"Contracts, Hold-Up, and Exports: Textiles and Opium in Colonial India",S23254222,The American Economic Review,2008
W3124468832,Training and Lifetime Income,S23254222,The American Economic Review,2006
W2044316339,The Evolution of Intertemporal Preferences,S23254222,The American Economic Review,2007
W3123794670,Tradeoffs from Integrating Diagnosis and Treatment in Markets for Health Care,S23254222,The American Economic Review,2007
W2006374093,Commitment and Conflict in Bilateral Bargaining,S23254222,The American Economic Review,2008
W2132305642,The Perils of Transparency in Bureaucracies,S23254222,The American Economic Review,2007
W2170278882,Does the Secondary Life Insurance Market Threaten Dynamic Insurance?,S23254222,The American Economic Review,2008
W2103457519,"Monetary Policy, Judgment, and Near-Rational Exuberance",S23254222,The American Economic Review,2008
W2119441382,The Test of Understanding of College Economics,S23254222,The American Economic Review,2008
W2151140353,"Mortgages, Risk, and Homeownership among Low- and Moderate-Income Families",S23254222,The American Economic Review,2008
W3123834537,Individual versus Parental Consent in Marriage: Implications for Intra-Household Resource Allocation and Growth,S23254222,The American Economic Review,2006
W2170909062,Dividend Taxes and Firm Valuation: New Evidence,S23254222,The American Economic Review,2006
W4241071053,"Inequality Aversion, Efficiency, and Maximin Preferences in Simple Distribution Experiments: Reply",S23254222,The American Economic Review,2006
W2051647583,Requiring a Math Skills Unit: Results of a Randomized Experiment.,S23254222,The American Economic Review,2006
W2171217901,Trade Flow Dynamics with Heterogeneous Firms,S23254222,The American Economic Review,2007
W1988564207,What Does Performance in Graduate School Predict? Graduate Economics Education and Student Outcomes,S23254222,The American Economic Review,2007
W2129158666,"Conditional Cash Transfers, Public Provision of Private Goods, and Income Redistribution",S23254222,The American Economic Review,2007
W2162633536,The Transparency of Politics and the Quality of Politicians,S23254222,The American Economic Review,2007
W1997607724,The Impact of Computation Time and Experience on Decision Values,S23254222,The American Economic Review,2008
W2027122128,Nonlinearities and Robustness in Growth Regressions,S23254222,The American Economic Review,2007
W3124472024,Credible Sales Mechanisms and Intermediaries,S23254222,The American Economic Review,2007
W1997647558,Firm-Level Heterogeneous Productivity and Demand Shocks: Evidence from Bangladesh,S23254222,The American Economic Review,2008
W3125789561,Competitive Wages in a Match with Ordered Contracts,S23254222,The American Economic Review,2007
W1979514277,Bayesian Model Comparison and Validation,S23254222,The American Economic Review,2007
W2042372905,Do Monetary Policy Committees Need Leaders? A Report on an Experiment,S23254222,The American Economic Review,2008
W1973432472,The Future of the IMF and the World Bank,S23254222,The American Economic Review,2008
W2165679209,Disasters and the Welfare Cost of Uncertainty,S23254222,The American Economic Review,2008
W2019165979,"All in the Extended Family: Effects of Grandparents, Aunts, and Uncles on Educational Attainment",S23254222,The American Economic Review,2006
W1981540566,Time-to-Degree for the Economics Ph.D. Class of 2001–2002,S23254222,The American Economic Review,2006
W2016373165,Inertia of Forward-Looking Expectations,S23254222,The American Economic Review,2006
W2107224466,When to Exit a Product: Evidence from the U.S. Motion-Picture Exhibition Market,S23254222,The American Economic Review,2006
W2073465242,Decision-Making Procedures for Committees of Careerist Experts,S23254222,The American Economic Review,2007
W2093312413,Surviving Andersonville: The Benefits of Social Networks in POW Camps,S23254222,The American Economic Review,2007
W3123628909,The Role of Labor Market Intermittency in Explaining Gender Wage Differentials,S23254222,The American Economic Review,2007
W3125410998,The Search for Economics Talent: Doctoral Completion and Research Productivity,S23254222,The American Economic Review,2007
W1990666582,Matching and Price Competition: Comment,S23254222,The American Economic Review,2007
W2007145129,Persistent Distortionary Policies with Asymmetric Information,S23254222,The American Economic Review,2006
W2084985002,The Bank of Amsterdam and the Leap to Central Bank Money,S23254222,The American Economic Review,2007
W2114540434,"If Exchange Rates Are Random Walks, Then Almost Everything We Say About Monetary Policy Is Wrong",S23254222,The American Economic Review,2007
W2162254535,"Ex Ante Policy Evaluation, Structural Estimation, and Model Selection",S23254222,The American Economic Review,2007
W3122501389,Random Walk Expectations and the Forward Discount Puzzle,S23254222,The American Economic Review,2007
W4377888037,Testing for Indeterminacy: An Application to U.S. Monetary Policy: Comment,S23254222,The American Economic Review,2007
W2153486016,Pricing to Habits and the Law of One Price,S23254222,The American Economic Review,2007
W2002327035,Theories of the Mind,S23254222,The American Economic Review,2008
W2016316175,Welfare without Happiness,S23254222,The American Economic Review,2007
W2023073201,"Regulation, Capital, and the Evolution of Organizational Form in US Life Insurance",S23254222,The American Economic Review,2007
W2048565482,All-or-Nothing Monitoring,S23254222,The American Economic Review,2008
W3121875351,"Height and Economic Development in Italy, 1730–1980",S23254222,The American Economic Review,2008
W3123249988,Using Tax Expenditures to Achieve Energy Policy Goals,S23254222,The American Economic Review,2008
W2080926856,The National Assessment of Educational Progress in Economics: Findings for General Economics,S23254222,The American Economic Review,2008
W1987210759,"Individual Preferences, Monetary Gambles, and Stock Market Participation: A Case for Narrow Framing",S23254222,The American Economic Review,2006
W1998316813,Quantitative Aggregate Economics,S23254222,The American Economic Review,2006
W2063690256,Designing Efficient Mechanisms for Dynamic Bilateral Trading Games,S23254222,The American Economic Review,2007
W2103199624,The Evolution of a Global Climate Change Agreement,S23254222,The American Economic Review,2006
W2128717197,The Regulatory Record of the Greenspan Fed,S23254222,The American Economic Review,2006
W2155313561,Communication Networks: Knowledge and Decisions,S23254222,The American Economic Review,2007
W2089567283,Reciprocity in Groups and the Limits to Social Capital,S23254222,The American Economic Review,2007
W2013826960,Effects of Environmental and Land Use Regulation in the Oil and Gas Industry Using the Wyoming Checkerboard as a Natural Experiment: Retraction,S23254222,The American Economic Review,2007
W2047764727,Can Contract Theory Explain Social Preferences?,S23254222,The American Economic Review,2007
W3123487400,Pricing-to-Market in a Ricardian Model of International Trade,S23254222,The American Economic Review,2007
W1971480247,Microstructure Bluffing with Nested Information,S23254222,The American Economic Review,2008
W2115737234,Testing the Mechanisms of Structural Models: The Case of the Mickey Mantle Effect,S23254222,The American Economic Review,2007
W1986139130,Estimating Average Treatment Effects with Continuous and Discrete Covariates: The Case of Swan-Ganz Catheterization,S23254222,The American Economic Review,2008
W2052228892,Cardinality versus Ordinality: A Suggested Compromise,S23254222,The American Economic Review,2006
W2015414956,Attrition in Economics Ph.D. Programs,S23254222,The American Economic Review,2006
W3123402761,Do Workers Work More if Wages Are High? Evidence from a Randomized Field Experiment,S23254222,The American Economic Review,2007
W2088900574,Is There an Insider Advantage in Getting Tenure?,S23254222,The American Economic Review,2007
W3121925411,"Backing, the Quantity Theory, and the Transition to the US Dollar, 1723–1850",S23254222,The American Economic Review,2007
W1965222161,Evolution of Time Preference by Natural Selection: Comment,S23254222,The American Economic Review,2008
W1987088186,A Note on Different Approaches to Index Number Theory,S23254222,The American Economic Review,2008
W1801582939,The Effect of Children's Gender on Living Arrangements and Child Support,S23254222,The American Economic Review,2008
W1527381569,"Stock Prices, News, and Economic Fluctuations",S23254222,The American Economic Review,2006
W2008160251,Regulation under Asymmetric Information in Water Utilities,S23254222,The American Economic Review,2006
W2014759121,Why Personal Ties Cannot Be Bought,S23254222,The American Economic Review,2006
W2065110304,"What Is Discrimination? Gender in the American Economic Association, 1935–2004",S23254222,The American Economic Review,2006
W2034548386,Some Evolutionary Economics of Family Partnerships,S23254222,The American Economic Review,2007
W2070143714,Bounding Revenue Comparisons across Multi-Unit Auction Formats under ε-Best Response,S23254222,The American Economic Review,2007
W3121532037,Consumer Bankruptcy: A Fresh Start,S23254222,The American Economic Review,2007
W3125900728,"The Greenspan Era: Discretion, Rather than Rules",S23254222,The American Economic Review,2006
W3123198186,Inefficiency in Legislative Policymaking: A Dynamic Analysis,S23254222,The American Economic Review,2007
W2082823774,"An Estimable Dynamic Model of Entry, Exit, and Growth in Oligopoly Retail Markets",S23254222,The American Economic Review,2007
W2108593942,Rethinking Global Environmental Governance to Deal with Climate Change: The Multiple Logics of Global Collective Action,S23254222,The American Economic Review,2008
W3121321011,The Great Financial Crisis of 1914: What Can We Learn from Aldrich-Vreeland Emergency Currency?,S23254222,The American Economic Review,2007
W2125542372,Assessment Practices and Trends in Undergraduate Economics Courses,S23254222,The American Economic Review,2008
W2167846477,Marriage Laws and Growth in Sub-Saharan Africa,S23254222,The American Economic Review,2006
W2054903561,"From Inflation to More Inflation, Disinflation, and Low Inflation",S23254222,The American Economic Review,2006
W2109409530,On Quitting Rights in Mechanism Design,S23254222,The American Economic Review,2007
W2119532026,The Road to Price Stability,S23254222,The American Economic Review,2006
